Id,Sentence_Text,Letters,Words,Num_Sentences,Raw_Gulpease_index,Normalized_Gulpease_index
637,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
638,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
639,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
640,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
641,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
642,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
643,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
644,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
645,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
646,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
647,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
648,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
649,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
650,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
651,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
652,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
653,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
654,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
655,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
656,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
657,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
658,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
659,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
660,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
661,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
662,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
663,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
664,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
665,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
666,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
667,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
668,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
669,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
670,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
671,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
672,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
673,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
674,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
675,Conservation operations in the two thousands.,39,6,1,74.0,74.0
676,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
677,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
678,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
679,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
680,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
681,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
682,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
683,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
684,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
685,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
686,Saint Francis de Sales.,19,4,1,116.5,100
687,Pope Pius Seventh.,15,3,1,139.0,100
688,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
689,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
690,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
691,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
692,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
693,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
694,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
695,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
696,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
697,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
698,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
699,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
700,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
701,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
702,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
703,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
704,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
705,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
706,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
707,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
708,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
709,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
710,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
711,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
712,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
713,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
714,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
715,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
716,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
717,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
718,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
719,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
720,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
721,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
722,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
723,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
724,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
725,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
726,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
727,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
728,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
729,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
730,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
731,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
732,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
733,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
734,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
735,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
736,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
737,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
738,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
739,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
740,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
741,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
742,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
743,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
744,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
745,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
746,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
747,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
748,Conservation operations in the two thousands.,39,6,1,74.0,74.0
749,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
750,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
751,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
752,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
753,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
754,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
755,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
756,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
757,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
758,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
759,Saint Francis de Sales.,19,4,1,116.5,100
760,Pope Pius Seventh.,15,3,1,139.0,100
761,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
762,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
763,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
764,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
765,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
766,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
767,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
768,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
769,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
770,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
771,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
772,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
773,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
774,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
775,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
776,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
777,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
778,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
779,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
780,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
781,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
782,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
783,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
784,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
785,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
786,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
787,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
788,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
789,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
790,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
791,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
792,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
793,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
794,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
795,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
796,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
797,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
798,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
799,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
800,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
801,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
802,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
803,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
804,The statue was created in nineteen ninety-eight by the sculptor Luigi Mattei.,64,12,1,60.67,60.67
805,"In this niche is displayed the camera that belonged to the lawyer from Asti, Secondo Pia, with which he took the first photographs of the Shroud on May 25 and 28, eighteen ninety-eight.",144,33,1,54.45,54.45
806,It is a device specially built for Pia by a Turin craftsman in order to take large-format photographs.,83,18,1,59.56,59.56
807,"Photograph of the Shroud’s altar in the Cathedral during the exhibition of eighteen ninety-eight, taken by Secondo Pia.",98,18,1,51.22,51.22
808,Enlargement of the face in photographic negative.,42,7,1,71.86,71.86
809,This niche displays several works by artists inspired by the face of the Man of the Shroud.,74,17,1,63.12,63.12
810,These are works produced from nineteen thirty-one to the present day.,57,11,1,64.45,64.45
811,"At the center is the evocative work 'Resurrection' by the young contemporary Polish artist Bartosz Keska from Zakopane, which captures the moment of Christ's return to life, expressed by the intensely luminous silhouette that comes to life beneath the Shroud.",214,40,1,43.0,43.0
812,"The publication of the results of Pia's photographs caused a renewed interest in the Shroud, but also many controversies.",100,19,1,52.16,52.16
813,The Shroud presents two types of impressions: bloodstains and body marks.,61,11,1,60.82,60.82
814,"Reproduction of a helmet of thorny branches, which remains the most credited hypothesis for the Crown of Thorns in the narrative.",107,21,1,52.33,52.33
815,One can recognize the fracture of the nose and a hematoma on the right cheekbone.,66,15,1,65.0,65.0
816,"On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",92,19,1,56.37,56.37
817,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,56.5,56.5
818,This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,52.5,52.5
819,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.",89,22,1,62.18,62.18
820,"Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",197,34,1,39.88,39.88
821,Conservation operations in the two thousands.,39,6,1,74.0,74.0
822,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,54.0,54.0
823,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,65.43,65.43
824,This display case illustrates the study of the various traces present on the Shroud.,70,14,1,60.43,60.43
825,"Some marks are due to burns, wax, and water.",33,9,1,85.67,85.67
826,"Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.",80,19,1,62.68,62.68
827,"Furthermore, the preservative substances used are analyzed, including aloe and myrrh.",72,11,1,50.82,50.82
828,"Finally, the dust that has deposited on the fabric over the centuries is examined.",67,14,1,62.57,62.57
829,Reconstruction of a loom of the period.,32,7,1,86.14,86.14
830,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,49.4,49.4
831,Blessed Sebastiano Valfrè.,23,3,1,112.33,100
832,Saint Francis de Sales.,19,4,1,116.5,100
833,Pope Pius Seventh.,15,3,1,139.0,100
834,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.",223,44,1,45.14,45.14
835,"Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",157,33,1,50.52,50.52
836,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,57.5,57.5
837,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.",199,39,1,45.67,45.67
838,"While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.",72,14,1,59.0,59.0
839,"In the following display cases, you can follow the development of these routes.",65,13,1,62.08,62.08
840,Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.,133,23,1,44.22,44.22
841,"In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",175,38,1,50.84,50.84
842,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,62.33,62.33
843,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,46.08,46.08
844,One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.,104,20,1,52.0,52.0
845,"If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.",177,35,1,47.0,47.0
846,This display case contains some objects and documents that could support this thesis.,72,13,1,56.69,56.69
847,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.",160,32,1,48.38,48.38
848,"The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",158,28,1,43.29,43.29
849,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,52.48,52.48
850,The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.,101,17,1,47.24,47.24
851,Numerous representations were produced and circulated.,48,6,1,59.0,59.0
852,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,56.62,56.62
853,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,46.39,46.39
854,"From the second half of the eighteenth century, exhibitions began to become rarer.",68,13,1,59.77,59.77
855,"In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",107,19,1,48.47,48.47
856,The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.,88,22,1,62.64,62.64
857,"From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.",122,24,1,50.67,50.67
858,"Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",105,25,1,59.0,59.0
859,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.",103,22,1,55.82,55.82
860,"On the sides, in monochrome, are the instruments of the Passion presented by angels.",68,14,1,61.86,61.86
861,It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.,90,19,1,57.42,57.42
862,"The iconography of the burial in the Shroud, of which you have already seen an enlargement.",74,16,1,61.5,61.5
863,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,56.08,56.08
864,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.",191,40,1,48.75,48.75
865,The lid is made of wood covered with fabric.,35,9,1,83.44,83.44
866,"It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.",142,28,1,49.0,49.0
867,"Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.",139,27,1,48.63,48.63
868,The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.,114,24,1,54.0,54.0
869,Seven solemn exhibitions have been held from the twentieth century to the present.,69,13,1,59.0,59.0
870,"The first took place in 1931, on the occasion of the wedding of the future King Umberto II.",68,18,1,67.89,67.89
871,"In 1933, another followed to celebrate the Holy Year of Redemption.",51,11,1,69.91,69.91
872,"In 1973, a televised exhibition was held instead.",36,8,1,81.5,81.5
873,"In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.",75,14,1,56.86,56.86
874,The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.,119,20,1,44.5,44.5
875,"In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",75,17,1,62.53,62.53
876,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,61.0,61.0
